7.56378e-05 2.99018e-05 1.78909e-05 1.20704e-05 8.89735e-06 6.55023e-06 5.06315e-06 3.76320e-06 2.90564e-06 2.08861e-06 1.54555e-06 1.20919e-06 9.45572e-07 7.25339e-07 6.71207e-07 5.44665e-07 4.49084e-07 4.44032e-07 3.34780e-07 3.43339e-07 2.01627e-07 1.10984e-07 1.49643e-07 8.83489e-08 9.36315e-08 9.19297e-08 6.08119e-08 1.18354e-07 1.36384e-07 3.34279e-08 6.48653e-08 9.04258e-08 5.95262e-08 8.49077e-10 4.85554e-08 2.96384e-08 1.25519e-07 9.43726e-08 6.17896e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
2.99018e-05 2.43792e-05 1.34933e-05 9.40879e-06 6.91912e-06 5.17451e-06 4.03502e-06 3.18985e-06 2.49562e-06 1.92035e-06 1.47208e-06 1.19398e-06 9.94241e-07 8.08026e-07 7.48383e-07 6.35157e-07 5.16291e-07 4.28407e-07 3.19651e-07 2.70085e-07 1.22227e-07 9.25384e-08 1.06318e-07 8.25195e-08 9.25422e-08 1.06269e-07 5.55584e-08 3.35105e-08 5.77666e-08 1.65879e-08 1.86686e-08 4.52818e-08 4.45509e-08 -1.95977e-08 2.28646e-08 5.95452e-09 3.42569e-08 3.20486e-08 1.08142e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
1.78909e-05 1.34933e-05 1.19301e-05 7.78763e-06 5.78718e-06 4.42379e-06 3.51035e-06 2.77829e-06 2.15289e-06 1.66890e-06 1.33316e-06 1.01686e-06 8.64888e-07 6.83047e-07 6.32845e-07 5.29244e-07 4.47412e-07 3.75560e-07 2.70205e-07 2.18758e-07 1.52829e-07 1.11555e-07 1.23367e-07 9.72658e-08 9.97296e-08 1.14605e-07 7.64803e-08 5.68605e-08 7.05492e-08 1.73320e-08 7.51377e-09 1.59548e-08 2.81978e-09 -2.26235e-08 -4.97923e-09 -2.45852e-08 2.39048e-09 -8.64969e-09 -4.20107e-09 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
1.20704e-05 9.40879e-06 7.78763e-06 7.49051e-06 5.32871e-06 4.15219e-06 3.30162e-06 2.59601e-06 2.01307e-06 1.55673e-06 1.23979e-06 9.81945e-07 8.36715e-07 6.78863e-07 6.01814e-07 5.06895e-07 4.29304e-07 3.57930e-07 2.63804e-07 1.88838e-07 1.10822e-07 9.19671e-08 9.64209e-08 6.05193e-08 6.77956e-08 6.37193e-08 2.35103e-08 1.43608e-08 2.48938e-08 -1.10734e-08 -1.24584e-08 -1.58400e-08 -2.02032e-08 -2.77900e-08 -2.16324e-08 -4.82110e-08 -2.70934e-08 -2.47412e-08 -2.14233e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
8.89735e-06 6.91912e-06 5.78718e-06 5.32871e-06 5.31829e-06 3.97738e-06 3.18282e-06 2.50717e-06 1.99997e-06 1.58227e-06 1.26748e-06 1.03685e-06 8.84527e-07 7.01329e-07 5.98191e-07 4.77130e-07 4.00678e-07 3.26044e-07 2.35889e-07 1.80902e-07 1.18063e-07 9.99740e-08 9.89819e-08 6.73226e-08 7.03636e-08 7.33675e-08 3.47741e-08 2.50563e-08 3.61192e-08 1.12789e-08 1.08596e-08 -8.85378e-10 -1.22925e-08 -2.07018e-08 -1.24764e-08 -3.21313e-08 -2.36101e-08 -1.85614e-08 -1.77722e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
6.55023e-06 5.17451e-06 4.42379e-06 4.15219e-06 3.97738e-06 4.06312e-06 3.14046e-06 2.50684e-06 1.98424e-06 1.59252e-06 1.29609e-06 1.06709e-06 9.06049e-07 7.18908e-07 6.17118e-07 5.05095e-07 4.09291e-07 3.38449e-07 2.42027e-07 1.94773e-07 1.29557e-07 1.19791e-07 1.27470e-07 9.76486e-08 8.98181e-08 1.00530e-07 6.74715e-08 5.13710e-08 5.15408e-08 1.86700e-08 9.02905e-09 -4.31660e-09 -5.23102e-09 -1.79618e-08 -1.31953e-08 -3.40247e-08 -2.61680e-08 -1.97740e-08 -1.00090e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
5.06315e-06 4.03502e-06 3.51035e-06 3.30162e-06 3.18282e-06 3.14046e-06 3.19637e-06 2.50905e-06 2.03226e-06 1.65145e-06 1.34203e-06 1.10023e-06 9.17322e-07 7.11257e-07 6.00896e-07 4.98167e-07 4.04998e-07 3.34758e-07 2.54706e-07 2.11511e-07 1.53868e-07 1.48916e-07 1.34858e-07 1.00774e-07 1.00538e-07 9.97936e-08 7.12657e-08 6.22272e-08 6.32585e-08 3.16580e-08 2.35822e-08 4.84697e-09 2.62906e-09 -8.48331e-09 -5.10370e-09 -2.48620e-08 -2.38852e-08 -1.99868e-08 -1.27853e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
3.76320e-06 3.18985e-06 2.77829e-06 2.59601e-06 2.50717e-06 2.50684e-06 2.50905e-06 2.58541e-06 2.07271e-06 1.70003e-06 1.40972e-06 1.14880e-06 9.71868e-07 7.65160e-07 6.52467e-07 5.46887e-07 4.50015e-07 3.67042e-07 2.78540e-07 2.24031e-07 1.59600e-07 1.66147e-07 1.41405e-07 9.71633e-08 9.13278e-08 9.24713e-08 7.50944e-08 6.14196e-08 5.97662e-08 3.26064e-08 1.78337e-08 7.86643e-09 5.20166e-09 -7.58950e-09 -4.04416e-09 -2.24907e-08 -2.49542e-08 -2.22671e-08 -1.57645e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
2.90564e-06 2.49562e-06 2.15289e-06 2.01307e-06 1.99997e-06 1.98424e-06 2.03226e-06 2.07271e-06 2.16325e-06 1.72629e-06 1.44416e-06 1.19813e-06 1.00990e-06 8.21092e-07 6.84344e-07 5.72001e-07 4.74918e-07 3.85363e-07 3.03018e-07 2.39380e-07 1.74097e-07 1.80742e-07 1.52815e-07 1.10996e-07 9.60254e-08 9.21338e-08 7.89475e-08 6.56452e-08 7.06599e-08 4.59990e-08 2.92606e-08 1.95847e-08 1.45432e-08 -4.05779e-09 -5.07416e-09 -2.41384e-08 -3.09981e-08 -2.81427e-08 -2.26729e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
2.08861e-06 1.92035e-06 1.66890e-06 1.55673e-06 1.58227e-06 1.59252e-06 1.65145e-06 1.70003e-06 1.72629e-06 1.77695e-06 1.45239e-06 1.20394e-06 1.02502e-06 8.28391e-07 6.96791e-07 5.77371e-07 4.82829e-07 3.94355e-07 3.08440e-07 2.42725e-07 1.84045e-07 1.78194e-07 1.43600e-07 1.02196e-07 8.37252e-08 8.29301e-08 7.31575e-08 6.06490e-08 6.00190e-08 3.40827e-08 1.63830e-08 2.03418e-09 -1.17813e-09 -2.06212e-08 -1.89017e-08 -3.20305e-08 -3.80749e-08 -3.57712e-08 -3.27669e-08 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00 0.00000e+00
