2.500000000000000000e+00 6.820650470423696987e+00
7.500000000000000000e+00 1.600947236453708511e+00
1.250000000000000000e+01 6.546370499228967299e-01
1.750000000000000000e+01 3.440430959469573113e-01
2.250000000000000000e+01 2.041791613692219565e-01
2.750000000000000000e+01 1.297080602593974064e-01
3.250000000000000000e+01 8.610007737253515259e-02
3.750000000000000000e+01 5.888719870353968655e-02
4.250000000000000000e+01 4.116012857245862633e-02
4.750000000000000000e+01 2.921764487580799305e-02
5.250000000000000000e+01 2.098723758262082892e-02
5.750000000000000000e+01 1.519952371523821365e-02
6.250000000000000000e+01 1.102519560761610305e-02
6.750000000000000000e+01 8.006715236886369214e-03
7.250000000000000000e+01 5.849916377963977100e-03
7.750000000000000000e+01 4.395110416816178610e-03
8.250000000000000000e+01 3.581438132480732704e-03
8.750000000000000000e+01 3.379568572809662878e-03
9.250000000000000000e+01 3.586377094294308007e-03
9.750000000000000000e+01 3.812053990941076734e-03
1.025000000000000000e+02 3.669898693717706540e-03
1.075000000000000000e+02 3.020215430597360425e-03
1.125000000000000000e+02 2.058725519742174177e-03
1.175000000000000000e+02 1.068769882719957688e-03
1.225000000000000000e+02 2.612452039446898681e-04
1.275000000000000000e+02 -2.987127782270347035e-04
1.325000000000000000e+02 -6.311937733618200579e-04
1.375000000000000000e+02 -7.987475306356476602e-04
1.425000000000000000e+02 -8.676227342969479754e-04
1.475000000000000000e+02 -8.715800149941476879e-04
1.525000000000000000e+02 -8.490327822755936935e-04
1.575000000000000000e+02 -8.118543710743441949e-04
1.625000000000000000e+02 -7.708365849697464741e-04
1.675000000000000000e+02 -7.298585195306731520e-04
1.725000000000000000e+02 -6.820257713224178861e-04
1.775000000000000000e+02 -6.284818212191651144e-04
1.825000000000000000e+02 -5.764374847720866871e-04
1.875000000000000000e+02 -5.190589909763056566e-04
1.925000000000000000e+02 -4.680493915328101922e-04
1.975000000000000000e+02 -4.252781564198788566e-04
2.500000000000000000e+00 3.195858915441877723e+00
7.500000000000000000e+00 -2.744192258780937532e-01
1.250000000000000000e+01 -2.963245626599498306e-01
1.750000000000000000e+01 -1.926910769926418743e-01
2.250000000000000000e+01 -1.307914185836787646e-01
2.750000000000000000e+01 -9.420658920086427690e-02
3.250000000000000000e+01 -7.090899414240597887e-02
3.750000000000000000e+01 -5.517172030816968470e-02
4.250000000000000000e+01 -4.419987980625227075e-02
4.750000000000000000e+01 -3.608290717075032794e-02
5.250000000000000000e+01 -2.985317829416593918e-02
5.750000000000000000e+01 -2.502544819456777037e-02
6.250000000000000000e+01 -2.125412348261190854e-02
6.750000000000000000e+01 -1.816925941571591319e-02
7.250000000000000000e+01 -1.549399741436729289e-02
7.750000000000000000e+01 -1.314000209394734948e-02
8.250000000000000000e+01 -1.118252688098498801e-02
8.750000000000000000e+01 -9.595639829312252109e-03
9.250000000000000000e+01 -8.359855459703831662e-03
9.750000000000000000e+01 -7.422040072673792739e-03
1.025000000000000000e+02 -6.635376094816508932e-03
1.075000000000000000e+02 -5.927830514133333381e-03
1.125000000000000000e+02 -5.291097130818207643e-03
1.175000000000000000e+02 -4.814787153784017698e-03
1.225000000000000000e+02 -4.510330818663433813e-03
1.275000000000000000e+02 -4.270407073924941191e-03
1.325000000000000000e+02 -3.998142644130422280e-03
1.375000000000000000e+02 -3.702433093499668711e-03
1.425000000000000000e+02 -3.406980646763048490e-03
1.475000000000000000e+02 -3.100331802259969401e-03
1.525000000000000000e+02 -2.783719431519280415e-03
1.575000000000000000e+02 -2.471605890186329580e-03
1.625000000000000000e+02 -2.213491720716383431e-03
1.675000000000000000e+02 -1.993892074872538438e-03
1.725000000000000000e+02 -1.790978564977474237e-03
1.775000000000000000e+02 -1.610868843420001049e-03
1.825000000000000000e+02 -1.490413766892645635e-03
1.875000000000000000e+02 -1.390600115063927219e-03
1.925000000000000000e+02 -1.284237211303876228e-03
1.975000000000000000e+02 -1.169420808228695567e-03
2.500000000000000000e+00 1.555705055331326969e+00
7.500000000000000000e+00 6.414115124113205224e-02
1.250000000000000000e+01 1.366633630060858952e-02
1.750000000000000000e+01 1.397924939302429628e-02
2.250000000000000000e+01 9.767997765006770222e-03
2.750000000000000000e+01 6.589735026220095750e-03
3.250000000000000000e+01 4.782991596703342445e-03
3.750000000000000000e+01 3.640601496831246103e-03
4.250000000000000000e+01 2.714030748324398629e-03
4.750000000000000000e+01 2.168495340678271068e-03
5.250000000000000000e+01 1.929547179811899734e-03
5.750000000000000000e+01 1.778511163037879619e-03
6.250000000000000000e+01 1.617631681555988963e-03
6.750000000000000000e+01 1.453896745189392492e-03
7.250000000000000000e+01 1.376589550958271955e-03
7.750000000000000000e+01 1.299527786457845436e-03
8.250000000000000000e+01 1.061068614758139440e-03
8.750000000000000000e+01 8.840205780273226307e-04
9.250000000000000000e+01 7.024357480108225048e-04
9.750000000000000000e+01 6.120783665899355488e-04
1.025000000000000000e+02 5.054267910210111800e-04
1.075000000000000000e+02 4.189831252682650500e-04
1.125000000000000000e+02 4.535081033694766429e-04
1.175000000000000000e+02 5.117116134958612974e-04
1.225000000000000000e+02 5.382184508223343544e-04
1.275000000000000000e+02 5.685690263650922897e-04
1.325000000000000000e+02 5.886324015583762432e-04
1.375000000000000000e+02 5.688364055218389547e-04
1.425000000000000000e+02 5.323149129314864699e-04
1.475000000000000000e+02 4.799217525004659799e-04
1.525000000000000000e+02 4.215613912545755973e-04
1.575000000000000000e+02 3.860747223556297699e-04
1.625000000000000000e+02 3.224287482057608943e-04
1.675000000000000000e+02 2.764527472805955325e-04
1.725000000000000000e+02 2.454331756561665121e-04
1.775000000000000000e+02 2.529472645653582305e-04
1.825000000000000000e+02 2.299960004169218663e-04
1.875000000000000000e+02 2.266512496716202878e-04
1.925000000000000000e+02 2.275523162865319103e-04
1.975000000000000000e+02 2.489693331298852030e-04
