2.500000000000000000e+00 6.638906000000000418e+00
7.500000000000000000e+00 1.848788000000000098e+00
1.250000000000000000e+01 7.594248999999999583e-01
1.750000000000000000e+01 3.955467999999999762e-01
2.250000000000000000e+01 2.324231999999999965e-01
2.750000000000000000e+01 1.477818999999999938e-01
3.250000000000000000e+01 9.864146000000000025e-02
3.750000000000000000e+01 6.776240999999999515e-02
4.250000000000000000e+01 4.669428999999999941e-02
4.750000000000000000e+01 3.321777000000000063e-02
5.250000000000000000e+01 2.384682000000000121e-02
5.750000000000000000e+01 1.725453000000000056e-02
6.250000000000000000e+01 1.279748999999999991e-02
6.750000000000000000e+01 9.486655999999999561e-03
7.250000000000000000e+01 6.887705000000000043e-03
7.750000000000000000e+01 5.346110999999999745e-03
8.250000000000000000e+01 4.179000999999999896e-03
8.750000000000000000e+01 4.142472000000000341e-03
9.250000000000000000e+01 4.632841000000000389e-03
9.750000000000000000e+01 4.832331999999999947e-03
1.025000000000000000e+02 4.543344000000000375e-03
1.075000000000000000e+02 3.614186000000000135e-03
1.125000000000000000e+02 2.357138999999999849e-03
1.175000000000000000e+02 1.148724000000000056e-03
1.225000000000000000e+02 8.017198000000000282e-05
1.275000000000000000e+02 -5.280420000000000513e-04
1.325000000000000000e+02 -9.243041999999999925e-04
1.375000000000000000e+02 -8.045355999999999818e-04
1.425000000000000000e+02 -9.504691999999999698e-04
1.475000000000000000e+02 -7.271997000000000096e-04
1.525000000000000000e+02 -6.365290000000000444e-04
1.575000000000000000e+02 -6.341346999999999783e-04
1.625000000000000000e+02 -7.100356000000000159e-04
1.675000000000000000e+02 -7.049527000000000310e-04
1.725000000000000000e+02 -6.305503000000000063e-04
1.775000000000000000e+02 -5.314340000000000079e-04
2.500000000000000000e+00 6.638906000000000418e+00
7.500000000000000000e+00 1.848788000000000098e+00
1.250000000000000000e+01 7.594248999999999583e-01
1.750000000000000000e+01 3.955467999999999762e-01
2.250000000000000000e+01 2.324231999999999965e-01
2.750000000000000000e+01 1.477818999999999938e-01
3.250000000000000000e+01 9.864146000000000025e-02
3.750000000000000000e+01 6.776240999999999515e-02
4.250000000000000000e+01 4.669428999999999941e-02
4.750000000000000000e+01 3.321777000000000063e-02
5.250000000000000000e+01 2.384682000000000121e-02
5.750000000000000000e+01 1.725453000000000056e-02
6.250000000000000000e+01 1.279748999999999991e-02
6.750000000000000000e+01 9.486655999999999561e-03
7.250000000000000000e+01 6.887705000000000043e-03
7.750000000000000000e+01 5.346110999999999745e-03
8.250000000000000000e+01 4.179000999999999896e-03
8.750000000000000000e+01 4.142472000000000341e-03
9.250000000000000000e+01 4.632841000000000389e-03
9.750000000000000000e+01 4.832331999999999947e-03
1.025000000000000000e+02 4.543344000000000375e-03
1.075000000000000000e+02 3.614186000000000135e-03
1.125000000000000000e+02 2.357138999999999849e-03
1.175000000000000000e+02 1.148724000000000056e-03
1.225000000000000000e+02 8.017198000000000282e-05
1.275000000000000000e+02 -5.280420000000000513e-04
1.325000000000000000e+02 -9.243041999999999925e-04
1.375000000000000000e+02 -8.045355999999999818e-04
1.425000000000000000e+02 -9.504691999999999698e-04
1.475000000000000000e+02 -7.271997000000000096e-04
1.525000000000000000e+02 -6.365290000000000444e-04
1.575000000000000000e+02 -6.341346999999999783e-04
1.625000000000000000e+02 -7.100356000000000159e-04
1.675000000000000000e+02 -7.049527000000000310e-04
1.725000000000000000e+02 -6.305503000000000063e-04
1.775000000000000000e+02 -5.314340000000000079e-04
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
0.000000000000000000e+00 0.000000000000000000e+00
