2.500000000000000000e+00 5.347148599999999696e+00 2.255736398606893872e-02
7.500000000000000000e+00 1.614533299999999949e+00 7.946336703160770953e-03
1.250000000000000000e+01 6.627710500000000282e-01 4.741849322785362912e-03
1.750000000000000000e+01 3.448659399999999819e-01 3.478792319182046327e-03
2.250000000000000000e+01 2.024969199999999969e-01 2.783476441430751767e-03
2.750000000000000000e+01 1.274831300000000001e-01 2.346314897877094241e-03
3.250000000000000000e+01 8.446396999999999933e-02 2.034485930155330302e-03
3.750000000000000000e+01 5.647047000000000178e-02 1.797754293556269069e-03
4.250000000000000000e+01 3.823635499999999965e-02 1.640183312925723013e-03
4.750000000000000000e+01 2.655321700000000049e-02 1.473720529815609331e-03
5.250000000000000000e+01 1.853408600000000170e-02 1.335628316561160694e-03
5.750000000000000000e+01 1.381679000000000067e-02 1.245587853184190220e-03
6.250000000000000000e+01 1.128457000000000071e-02 1.133835570089420037e-03
6.750000000000000000e+01 7.706029100000000125e-03 1.058982011178660190e-03
7.250000000000000000e+01 5.362251000000000170e-03 9.944419792024068640e-04
7.750000000000000000e+01 4.408546600000000371e-03 9.388872030228125488e-04
8.250000000000000000e+01 3.897340999999999913e-03 8.863786436957967006e-04
8.750000000000000000e+01 3.651427100000000092e-03 8.489365877378592540e-04
9.250000000000000000e+01 3.781961199999999985e-03 7.784370109392281349e-04
9.750000000000000000e+01 4.451806099999999593e-03 7.402049581028216380e-04
1.025000000000000000e+02 4.953792299999999933e-03 6.982080778679089191e-04
1.075000000000000000e+02 4.272465300000000132e-03 6.648236081849079673e-04
1.125000000000000000e+02 3.230055099999999940e-03 6.365168261719402702e-04
1.175000000000000000e+02 1.953148799999999876e-03 6.057081557978231511e-04
1.225000000000000000e+02 1.168186500000000048e-03 5.846943218468945904e-04
1.275000000000000000e+02 1.054937900000000022e-03 5.600429715655754577e-04
1.325000000000000000e+02 8.687153800000000465e-04 5.311766372874469466e-04
1.375000000000000000e+02 5.266494300000000356e-04 5.021150664937271092e-04
1.425000000000000000e+02 4.802219599999999811e-04 4.911907776007199983e-04
1.475000000000000000e+02 4.495148400000000108e-05 4.758511111681888121e-04
1.525000000000000000e+02 -1.640252099999999901e-04 4.617206189894490975e-04
1.575000000000000000e+02 1.203127300000000064e-04 4.555898484382636063e-04
1.625000000000000000e+02 -2.171306999999999843e-05 4.418715197882751235e-04
1.675000000000000000e+02 2.011133900000000108e-04 4.324148702345930969e-04
1.725000000000000000e+02 4.755025200000000249e-04 4.240988681899540420e-04
1.775000000000000000e+02 2.201672199999999964e-04 4.086936260819344093e-04
1.825000000000000000e+02 2.437086399999999957e-04 4.013769549936817369e-04
1.875000000000000000e+02 1.082084399999999949e-04 3.998932857650901000e-04
1.925000000000000000e+02 2.892022899999999934e-04 3.899309041355917280e-04
1.975000000000000000e+02 2.491996700000000033e-04 3.781009785758296642e-04
2.500000000000000000e+00 2.303821899999999978e+00 3.539081801823744378e-02
7.500000000000000000e+00 4.751234800000000286e-02 1.103944609117685736e-02
1.250000000000000000e+01 -1.902418999999999916e-01 6.697484901065474047e-03
1.750000000000000000e+01 -1.504814499999999888e-01 4.876107156328703639e-03
2.250000000000000000e+01 -1.104667800000000005e-01 4.043139003299293412e-03
2.750000000000000000e+01 -8.251862299999999928e-02 3.441450420970785986e-03
3.250000000000000000e+01 -6.754192900000000055e-02 3.054490841367837363e-03
3.750000000000000000e+01 -5.093112300000000175e-02 2.818352816806298910e-03
4.250000000000000000e+01 -4.124896599999999802e-02 2.611637072795529139e-03
4.750000000000000000e+01 -3.282171300000000236e-02 2.406292023009676175e-03
5.250000000000000000e+01 -2.861639900000000070e-02 2.263797738314975681e-03
5.750000000000000000e+01 -2.343828699999999862e-02 2.149833412150811175e-03
6.250000000000000000e+01 -2.012206000000000064e-02 2.043395947925903070e-03
6.750000000000000000e+01 -1.944864599999999999e-02 1.945851844308810544e-03
7.250000000000000000e+01 -1.586622199999999927e-02 1.870559007355822485e-03
7.750000000000000000e+01 -1.372744000000000048e-02 1.826039840748278943e-03
8.250000000000000000e+01 -9.248230099999999246e-03 1.776810850934898911e-03
8.750000000000000000e+01 -8.790912300000000221e-03 1.701012169268638829e-03
9.250000000000000000e+01 -8.054819100000000856e-03 1.644418134173909101e-03
9.750000000000000000e+01 -7.165594299999999625e-03 1.572079737163481180e-03
1.025000000000000000e+02 -5.133091600000000421e-03 1.527464795011655762e-03
1.075000000000000000e+02 -4.141380000000000061e-03 1.473240611712832090e-03
1.125000000000000000e+02 -4.414817899999999573e-03 1.422252227982083233e-03
1.175000000000000000e+02 -3.774426300000000099e-03 1.380682548596888666e-03
1.225000000000000000e+02 -3.402224599999999904e-03 1.380534208196232925e-03
1.275000000000000000e+02 -3.143376800000000082e-03 1.340338613933061236e-03
1.325000000000000000e+02 -2.993263600000000118e-03 1.312085782256632895e-03
1.375000000000000000e+02 -2.529000799999999837e-03 1.271795541744033574e-03
1.425000000000000000e+02 -2.818648699999999792e-03 1.240966840814048408e-03
1.475000000000000000e+02 -2.841702299999999872e-03 1.221615774292391819e-03
1.525000000000000000e+02 -3.395321199999999824e-03 1.181716801945372928e-03
1.575000000000000000e+02 -2.377710600000000098e-03 1.153427110831022583e-03
1.625000000000000000e+02 -2.107280799999999843e-03 1.120059462707226122e-03
1.675000000000000000e+02 -2.136033700000000094e-03 1.103689177259612299e-03
1.725000000000000000e+02 -1.867402200000000062e-03 1.070524871266427059e-03
1.775000000000000000e+02 -1.240860099999999914e-03 1.063375145468427752e-03
1.825000000000000000e+02 -1.710509800000000087e-03 1.041532236659048439e-03
1.875000000000000000e+02 -1.385766999999999988e-03 1.025867047916054339e-03
1.925000000000000000e+02 -9.903024999999999328e-04 1.006015059529428773e-03
1.975000000000000000e+02 -6.490418899999999625e-04 9.924541248843695915e-04
2.500000000000000000e+00 2.841884199999999971e+00 4.236574913771737338e-02
7.500000000000000000e+00 5.900716299999999581e-01 1.101038555183241584e-02
1.250000000000000000e+01 1.308891100000000030e-01 5.758076935922270233e-03
1.750000000000000000e+01 3.907170299999999930e-02 4.251888168802185446e-03
2.250000000000000000e+01 1.860986499999999974e-02 3.625658836680583242e-03
2.750000000000000000e+01 1.042985199999999987e-02 3.129681117941570615e-03
3.250000000000000000e+01 6.082134700000000130e-03 2.805914271676880709e-03
3.750000000000000000e+01 1.494363299999999957e-03 2.623614358094573332e-03
4.250000000000000000e+01 2.724603700000000159e-03 2.475093674994948648e-03
4.750000000000000000e+01 1.127837399999999943e-03 2.319650124479982669e-03
5.250000000000000000e+01 1.650470100000000053e-03 2.193905307892754161e-03
5.750000000000000000e+01 2.599213400000000094e-03 2.080482996806270590e-03
6.250000000000000000e+01 4.825181399999999704e-03 2.038311408985388640e-03
6.750000000000000000e+01 5.216752199999999916e-03 2.019331820182111541e-03
7.250000000000000000e+01 5.844405000000000433e-03 1.966514251156090652e-03
7.750000000000000000e+01 4.326464799999999757e-03 1.917795635619186758e-03
8.250000000000000000e+01 1.199699999999999942e-03 1.864995898118813628e-03
8.750000000000000000e+01 1.959203200000000141e-03 1.771810853336213071e-03
9.250000000000000000e+01 2.217099499999999998e-04 1.718822591194332696e-03
9.750000000000000000e+01 1.097088599999999957e-03 1.683392705223591031e-03
1.025000000000000000e+02 2.569812999999999785e-04 1.613305302786797362e-03
1.075000000000000000e+02 1.689466500000000098e-04 1.568192877167856516e-03
1.125000000000000000e+02 5.085415700000000486e-04 1.520062136887831341e-03
1.175000000000000000e+02 1.351081399999999990e-03 1.474407575943639847e-03
1.225000000000000000e+02 2.018900599999999892e-03 1.460687612051255824e-03
1.275000000000000000e+02 3.367463800000000066e-03 1.456082518266049470e-03
1.325000000000000000e+02 3.415469700000000209e-03 1.436499077618917306e-03
1.375000000000000000e+02 1.359944500000000037e-03 1.412236842742746121e-03
1.425000000000000000e+02 1.102794499999999994e-03 1.365428650644185142e-03
1.475000000000000000e+02 -9.276492100000000094e-05 1.372608975637271697e-03
1.525000000000000000e+02 -5.237855899999999468e-04 1.350421008426631441e-03
1.575000000000000000e+02 -1.446559299999999925e-03 1.296393227381260156e-03
1.625000000000000000e+02 -1.366497200000000006e-03 1.278677910968982088e-03
1.675000000000000000e+02 -3.080564400000000182e-03 1.251518637496062307e-03
1.725000000000000000e+02 -3.052852100000000030e-03 1.237519413989130162e-03
1.775000000000000000e+02 -3.150637600000000173e-03 1.219714228825752398e-03
1.825000000000000000e+02 -3.274213599999999981e-03 1.196824297881689996e-03
1.875000000000000000e+02 -2.650874300000000214e-03 1.193321834209028470e-03
1.925000000000000000e+02 -2.746387800000000146e-03 1.186495933410645952e-03
