       1.024303846537e-05       2.762648675567e+01 
       1.289522141804e-05       3.449968459418e+01 
       1.623412193389e-05       4.308283628102e+01 
       2.043754864074e-05       5.380132437277e+01 
       2.572934933860e-05       6.718632363781e+01 
       3.239133171130e-05       8.390107289658e+01 
       4.077827061321e-05       1.047736826080e+02 
       5.133680112399e-05       1.308379713240e+02 
       6.462920349521e-05       1.633843625619e+02 
       8.136334662414e-05       2.040231279709e+02 
       1.024303846537e-04       2.547628059980e+02 
       1.289522141804e-04       3.181069912266e+02 
       1.623412193389e-04       3.971730270610e+02 
       2.043754864074e-04       4.958359767590e+02 
       2.572934933860e-04       6.189003128089e+02 
       3.239133171130e-04       7.722991604485e+02 
       4.077827061321e-04       9.633155193992e+02 
       5.133680112399e-04       1.200810404862e+03 
       6.462920349521e-04       1.495427857418e+03 
       8.136334662414e-04       1.859723566547e+03 
       1.024303846537e-03       2.308119349000e+03 
       1.289522141804e-03       2.856488645327e+03 
       1.623412193389e-03       3.520960188875e+03 
       2.043754864074e-03       4.315979962368e+03 
       2.572934933860e-03       5.250858190508e+03 
       3.239133171130e-03       6.325492604228e+03 
       4.077827061321e-03       7.525700464343e+03 
       5.133680112399e-03       8.818704876483e+03 
       6.462920349521e-03       1.014809379679e+04 
       8.136334662414e-03       1.142582267915e+04 
       1.024303846537e-02       1.252256528219e+04 
       1.289522141804e-02       1.326650759096e+04 
       1.623412193383e-02       1.345741731458e+04 
       2.043754834231e-02       1.292071215671e+04 
       2.572915482919e-02       1.160076264949e+04 
       3.236760535089e-02       9.717553443498e+03 
       4.007450388481e-02       7.922130552025e+03 
       4.636952712391e-02       6.927427388132e+03 
       5.097544088024e-02       6.422156415728e+03 
       5.480622427920e-02       6.096373127639e+03 
       5.824205597609e-02       5.844790552590e+03 
       6.145499911496e-02       5.622712241340e+03 
       6.453719380176e-02       5.407519611579e+03 
       6.754435163263e-02       5.187235661430e+03 
       7.051329878772e-02       4.956213433079e+03 
       7.347011920192e-02       4.713210948203e+03 
       7.643435406015e-02       4.460237320776e+03 
       7.942134880531e-02       4.201684969615e+03 
       8.244365018987e-02       3.943540608917e+03 
