1.000000000000000021e-02 1.000000000000000000e+00 -5.828607498347039012e-10 1.374559793215172222e-18 1.019527902568230671e+00 -6.819844312118844712e-10 1.472724657772308974e-18 1.031089635389928594e+00 -7.649021107952785372e-10 1.562843451181242177e-18
1.013909999999999985e-02 1.000000000000000000e+00 -5.991905988010794166e-10 1.452659418277844854e-18 1.019527902568230671e+00 -7.010908538863042779e-10 1.556401400671571065e-18 1.031089635389928594e+00 -7.863316667232633913e-10 1.651639876392531246e-18
1.028019999999999975e-02 1.000000000000000000e+00 -6.159778832920175824e-10 1.535195568668263149e-18 1.019527902568230671e+00 -7.207326159519153318e-10 1.644832276970218496e-18 1.031089635389928594e+00 -8.083604831637758564e-10 1.745482075119302426e-18
1.042320000000000052e-02 1.000000000000000000e+00 -6.332345885177690315e-10 1.622421931336730387e-18 1.019527902568230671e+00 -7.409256976890516720e-10 1.738288951433930329e-18 1.031089635389928594e+00 -8.310085354672333784e-10 1.844655694872527100e-18
1.056819999999999982e-02 1.000000000000000000e+00 -6.509746972236259966e-10 1.714604178443800047e-18 1.019527902568230671e+00 -7.616840818430056347e-10 1.837053076503594483e-18 1.031089635389928594e+00 -8.542898063789282933e-10 1.949464360978552240e-18
1.071519999999999938e-02 1.000000000000000000e+00 -6.692141896899226204e-10 1.812023962430360626e-18 1.019527902568230671e+00 -7.830217511590696594e-10 1.941430275040599663e-18 1.031089635389928594e+00 -8.782242712492782537e-10 2.060237666719268302e-18
1.086430000000000035e-02 1.000000000000000000e+00 -6.879630535918675223e-10 1.914978916017634284e-18 1.019527902568230671e+00 -8.049606785227028950e-10 2.051728167441377268e-18 1.031089635389928594e+00 -9.028299078936591053e-10 2.177293220166314195e-18
1.101539999999999984e-02 1.000000000000000000e+00 -7.072372692097950519e-10 2.023782652207176080e-18 1.019527902568230671e+00 -8.275128491441560778e-10 2.168304312478401624e-18 1.031089635389928594e+00 -9.281226965924048876e-10 2.301000565302416560e-18
1.116860000000000075e-02 1.000000000000000000e+00 -7.270508192889972350e-10 2.138760769210793773e-18 1.019527902568230671e+00 -8.506962408388048469e-10 2.291512273854063974e-18 1.031089635389928594e+00 -9.541246102309749563e-10 2.431739233785508393e-18
1.132400000000000073e-02 1.000000000000000000e+00 -7.474196841098084211e-10 2.260290801151379013e-18 1.019527902568230671e+00 -8.745288314220250482e-10 2.421711607875880760e-18 1.031089635389928594e+00 -9.808556241597866537e-10 2.569888757273524227e-18
1.148150000000000039e-02 1.000000000000000000e+00 -7.683598439525624427e-10 2.388712328986030916e-18 1.019527902568230671e+00 -8.990305962442345411e-10 2.559301821552204609e-18 1.031089635389928594e+00 -1.008335713729257943e-09 2.715908568826068277e-18
1.164130000000000026e-02 1.000000000000000000e+00 -7.898872790975935460e-10 2.524424859723101340e-18 1.019527902568230671e+00 -9.242175155857670545e-10 2.704722372592220872e-18 1.031089635389928594e+00 -1.036586851824847972e-09 2.870218150801910108e-18
1.180319999999999980e-02 1.000000000000000000e+00 -8.120159722901938602e-10 2.667867851071777176e-18 1.019527902568230671e+00 -9.501115623320821512e-10 2.858392743354699884e-18 1.031089635389928594e+00 -1.065627016261932691e-09 3.033296911611071642e-18
1.196739999999999957e-02 1.000000000000000000e+00 -8.347658988807810378e-10 2.819440810040409896e-18 1.019527902568230671e+00 -9.767287167635136634e-10 3.020792342249663568e-18 1.031089635389928594e+00 -1.095482174996054654e-09 3.205644235013992510e-18
1.213389999999999955e-02 1.000000000000000000e+00 -8.581530391496892216e-10 2.979643120389439131e-18 1.019527902568230671e+00 -1.004092949300562857e-09 3.192440528387968877e-18 1.031089635389928594e+00 -1.126174300912673633e-09 3.387779480121529664e-18
1.230269999999999975e-02 1.000000000000000000e+00 -8.821953709122941540e-10 3.148934215178469478e-18 1.019527902568230671e+00 -1.032224235293647385e-09 3.373816710179638117e-18 1.031089635389928594e+00 -1.157725366897248774e-09 3.580261956745375476e-18
1.247380000000000017e-02 1.000000000000000000e+00 -9.069108719839717843e-10 3.327853428868775600e-18 1.019527902568230671e+00 -1.061144547628226809e-09 3.565520148137198306e-18 1.031089635389928594e+00 -1.190161340905322841e-09 3.783690925398058116e-18
1.264739999999999961e-02 1.000000000000000000e+00 -9.323195177151394549e-10 3.516940095921632543e-18 1.019527902568230671e+00 -1.090873861654717955e-09 3.768090176721924490e-18 1.031089635389928594e+00 -1.223504195822354983e-09 3.998665646592104602e-18
1.282329999999999928e-02 1.000000000000000000e+00 -9.584392859211730118e-10 3.716753526148731908e-18 1.019527902568230671e+00 -1.121436147793622502e-09 3.982185982497597196e-18 1.031089635389928594e+00 -1.257781897138930491e-09 4.225865282241713171e-18
1.300169999999999972e-02 1.000000000000000000e+00 -9.852901519524906243e-10 3.927932930763437668e-18 1.019527902568230671e+00 -1.152853378930399806e-09 4.208446776677579245e-18 1.031089635389928594e+00 -1.293020412810591508e-09 4.465968994261081286e-18
1.318259999999999918e-02 1.000000000000000000e+00 -1.012896086229592524e-09 4.151097545628693779e-18 1.019527902568230671e+00 -1.185153520555634125e-09 4.447551721176068100e-18 1.031089635389928594e+00 -1.329245710792881623e-09 4.719715870615659925e-18
